User_ID,Age,Review Text,Recommended IND,Positive Feedback Count
10591,61,,1,14
10592,55,,1,0
10593,34,,1,0
10594,45,,1,9
10595,22,,1,3
10596,38,,1,1
10597,44,,1,19
10598,35,,1,0
10599,36,,0,0
10600,37,,1,2
10601,35,,1,6
10602,33,,1,0
10603,57,,1,4
10604,32,,1,8
10605,31,,1,0
10606,38,,1,3
10607,30,,1,0
10608,59,,1,4
10609,41,,1,1
10610,27,,1,1
10611,66,,1,0
10612,52,,0,2
10613,41,,1,0
10614,53,,1,0
10615,48,,1,1
10616,42,,1,0
10617,91,,0,3
10618,29,,1,4
10619,46,,1,3
10620,41,,0,1
10621,34,,0,1
10622,36,,0,8
10623,41,,1,0
10624,53,,1,4
10625,42,,0,6
10626,53,,1,3
10627,66,,1,1
10628,61,,0,0
10629,50,,1,6
10630,50,,1,1
10631,34,,1,4
10632,37,,1,1
10633,51,,1,3
10634,35,,1,0
10635,39,,1,0
10636,43,,1,1
10637,34,,1,1
10638,24,,1,1
10639,29,,1,0
10640,40,,0,0
10641,38,,1,0
10642,30,,1,0
10643,46,,0,0
10644,35,,1,0
10645,44,,0,3
10646,55,,1,0
10647,26,,1,0
10648,34,,1,0
10649,37,,1,1
10650,43,,1,1
10651,35,,1,0
10652,36,,1,0
10653,45,,1,0
10654,41,,1,0
10655,42,,1,6
10656,27,,1,0
10657,30,,1,0
10658,44,,1,0
10659,56,,1,0
10660,29,,1,7
10661,26,,1,0
10662,44,,1,8
10663,40,,1,1
10664,44,,0,15
10665,42,,1,2
10666,60,,1,3
10667,30,,1,9
10668,37,,1,1
10669,37,,1,0
10670,34,,1,0
10671,28,,1,0
10672,25,,1,3
10673,47,,1,2
10674,58,,1,0
10675,38,,1,4
10676,45,,1,4
10677,29,,1,0
10678,35,,1,0
10679,26,,1,2
10680,36,,1,3
10681,39,,1,0
10682,34,,1,2
10683,32,,1,0
10684,53,,1,2
10685,41,,1,0
10686,91,,1,0
10687,45,,1,2
10688,32,,1,1
10689,34,,1,5
10690,32,,1,1
10691,36,,1,2
10692,34,,1,2
10693,47,,1,0
10694,25,,1,2
10695,76,,1,0
10696,63,,1,0
10697,64,,1,1
10698,50,,0,0
10699,38,,1,1
10700,64,,1,3
10701,50,,1,4
10702,55,,1,0
10703,31,,1,5
10704,31,,0,2
10705,39,,0,7
10706,42,,0,1
10707,32,,1,5
10708,60,,1,8
10709,40,,1,1
10710,26,,1,3
10711,53,,1,0
10712,39,,1,0
10713,55,,1,7
10714,57,,1,6
10715,31,,1,4
10716,34,,1,0
10717,45,,0,4
10718,29,,0,1
10719,40,,1,2
10720,39,,0,1
10721,61,,1,0
10722,44,,1,0
10723,30,,1,0
10724,48,,1,20
10725,50,,0,0
10726,62,,1,3
10727,38,,0,0
10728,40,,1,0
10729,45,,0,0
10730,64,,1,1
10731,63,,1,1
10732,64,,0,0
10733,53,,1,0
10734,36,,0,1
10735,27,,1,1
10736,37,,1,0
10737,59,,1,0
10738,45,,0,0
10739,42,,1,12
10740,41,,1,2
10741,24,,1,2
10742,39,,1,1
10743,29,,1,1
10744,32,,1,0
10745,35,,1,0
10746,52,,1,0
10747,38,,1,0
10748,72,,1,9
10749,64,,1,17
10750,25,,1,0
10751,35,,1,1
10752,42,,1,2
10753,54,,1,0
10754,37,,1,0
10755,32,,1,0
10756,37,,1,0
10757,34,,1,1
10758,45,,1,0
10759,37,,0,4
10760,64,,1,1
10761,32,,1,0
10762,35,,1,0
10763,56,,1,9
10764,28,,0,1
10765,26,,1,0
10766,39,,1,0
10767,42,,1,1
10768,35,,1,0
10769,22,,1,1
10770,67,,1,2
10771,26,,1,2
10772,25,,1,0
10773,34,,1,0
10774,39,,1,0
10775,38,,0,2
10776,34,,1,1
10777,34,,1,0
10778,32,,1,2
10779,34,,0,0
10780,56,,1,0
10781,62,,1,0
10782,43,,1,0
10783,46,,0,3
10784,47,,1,1
10785,28,,1,2
10786,57,,1,1
10787,35,,1,0
10788,48,,1,0
10789,32,,1,1
10790,28,,0,0
10791,48,,1,0
10792,26,,1,0
10793,36,,0,1
10794,39,,1,4
10795,39,,1,0
10796,40,,0,7
10797,43,,1,0
10798,29,,0,0
10799,44,,0,0
10800,25,,1,0
10801,30,,1,0
10802,35,,1,0
10803,56,,1,0
10804,67,,1,1
10805,83,,1,1
10806,53,,1,1
10807,40,,0,1
10808,35,,1,0
10809,42,,1,1
10810,39,,1,0
10811,66,,1,1
10812,60,,1,1
10813,36,,1,7
10814,41,,1,0
10815,53,,1,0
10816,46,,1,2
10817,62,,1,0
10818,38,,1,0
10819,22,,1,0
10820,60,,0,0
10821,34,,1,3
10822,32,,1,4
10823,58,,1,8
10824,23,,1,0
10825,35,,1,1
10826,31,,0,0
10827,33,,1,5
10828,57,,1,0
10829,57,,1,0
10830,29,,1,0
10831,45,,1,17
10832,20,,0,0
10833,30,,1,1
10834,53,,1,11
10835,47,,1,0
10836,73,,1,1
10837,39,,1,4
10838,39,,1,0
10839,66,,1,0
10840,33,,1,5
10841,40,,1,3
10842,37,,1,10
10843,65,,1,0
10844,64,,0,9
10845,32,,1,1
10846,34,,1,1
10847,65,,1,0
10848,34,,0,0
10849,48,,1,0
10850,61,,1,0
10851,69,,0,0
10852,35,,1,0
10853,35,,1,7
10854,57,,1,0
10855,44,,1,0
10856,33,,1,10
10857,45,,1,0
10858,31,,0,3
10859,45,,1,1
10860,33,,1,0
10861,48,,1,0
10862,54,,1,0
10863,30,,1,0
10864,57,,1,1
10865,39,,1,0
10866,34,,1,4
10867,61,,1,0
10868,39,,1,5
10869,30,,1,1
10870,54,,0,0
10871,56,,1,0
10872,44,,1,0
10873,37,,1,1
10874,25,,1,1
10875,48,,1,0
10876,30,,1,0
10877,46,,0,1
10878,25,,1,0
10879,36,,0,2
10880,45,,1,0
10881,35,,1,3
10882,37,,1,1
10883,66,,1,1
10884,42,,1,0
10885,64,,1,0
10886,49,,1,3
10887,23,,1,0
10888,43,,1,0
10889,57,,1,0
10890,49,,1,1
10891,39,,1,0
10892,39,,1,1
10893,40,,0,8
10894,44,,1,0
10895,37,,1,16
10896,65,,1,0
10897,20,,1,0
10898,26,,0,0
10899,41,,1,0
10900,43,,1,1
10901,37,,1,2
10902,66,,0,0
10903,34,,0,0
10904,26,,1,0
10905,58,,1,9
10906,47,,1,0
10907,34,,1,0
10908,24,,1,0
10909,45,,1,9
10910,30,,1,0
10911,34,,1,0
10912,52,,1,1
10913,35,,0,0
10914,56,,1,16
10915,36,,1,0
10916,62,,1,0
10917,40,,1,0
10918,48,,1,1
10919,53,,1,1
10920,69,,0,0
10921,56,,1,0
10922,21,,1,0
10923,28,,0,1
10924,56,,1,0
10925,41,,1,0
10926,33,,1,3
10927,37,,1,0
10928,33,,0,0
10929,35,,1,1
10930,30,,0,0
10931,41,,0,0
10932,39,,1,0
10933,62,,1,0
10934,48,,1,0
10935,64,,1,1
10936,42,,1,0
10937,35,,1,0
10938,39,,1,0
10939,39,,1,0
10940,69,,0,8
10941,34,,1,0
10942,47,,1,0
10943,70,,1,2
10944,37,,1,0
10945,37,,1,0
10946,20,,1,0
10947,47,,1,2
10948,25,,1,1
10949,43,,1,5
10950,65,,1,0
10951,54,,1,0
10952,37,,1,0
10953,50,,1,0
10954,52,,1,3
10955,43,,0,0
10956,49,,0,2
10957,33,,1,0
10958,35,,1,2
10959,55,,1,0
10960,52,,1,8
10961,25,,1,0
10962,52,,1,0
10963,41,,1,0
10964,36,,1,0
10965,36,,1,2
10966,47,,0,16
10967,42,,0,2
10968,38,,1,3
10969,33,,0,1
10970,35,,0,1
10971,61,,1,0
10972,56,,1,0
10973,36,,1,2
10974,47,,0,1
10975,48,,1,0
10976,21,,1,0
10977,66,,1,0
10978,43,,1,1
10979,38,,0,1
10980,37,,1,6
10981,41,,1,0
10982,22,,0,0
10983,75,,1,0
10984,43,,1,2
10985,41,,1,0
10986,49,,0,2
10987,36,,1,3
10988,40,,1,0
10989,53,,1,0
10990,35,,1,0
10991,43,,1,3
10992,36,,1,0
10993,41,,1,2
10994,60,,0,0
10995,42,,1,0
10996,36,,1,3
10997,46,,0,4
10998,33,,1,2
10999,39,,1,3
11000,48,,1,0
11001,44,,0,3
11002,34,,1,1
11003,26,,1,0
11004,44,,1,0
11005,39,,1,1
11006,32,,1,0
11007,35,,1,2
11008,35,,1,0
11009,24,,1,0
11010,59,,0,10
11011,32,,1,2
11012,75,,0,0
11013,58,,1,4
11014,65,,1,0
11015,56,,1,16
11016,40,,1,2
11017,51,,1,0
11018,29,,1,0
11019,51,,0,10
11020,40,,1,6
11021,32,,0,28
11022,42,,1,0
11023,27,,1,1
11024,64,,0,2
11025,66,,1,1
11026,66,,0,6
11027,27,,1,4
11028,38,,1,0
11029,35,,1,0
11030,49,,1,1
11031,66,,0,0
11032,64,,1,0
11033,63,,1,22
11034,28,,1,1
11035,53,,1,0
11036,62,,1,2
11037,36,,1,1
11038,51,,1,8
11039,34,,0,0
11040,30,,1,1
11041,77,,1,5
11042,46,,1,4
11043,28,,1,0
11044,37,,1,7
11045,42,,1,0
11046,39,,1,1
11047,39,,1,1
11048,27,,1,0
11049,34,,1,0
11050,35,,1,5
11051,36,,1,2
11052,26,,1,2
11053,43,,1,4
11054,45,,1,0
11055,45,,0,1
11056,51,,1,0
11057,34,,1,4
11058,53,,1,0
11059,43,,1,1
11060,36,,1,1
11061,52,,0,23
11062,31,,1,6
11063,52,,1,0
11064,53,,1,4
11065,35,,1,1
11066,41,,1,2
11067,38,,1,9
11068,43,,1,1
11069,53,,1,4
11070,47,,1,2
11071,43,,1,0
11072,27,,0,1
11073,39,,1,0
11074,60,,1,2
11075,60,,1,0
11076,57,,1,2
11077,49,,1,0
11078,41,,1,0
11079,56,,1,0
11080,47,,1,2
11081,56,,1,0
11082,41,,1,1
11083,27,,1,0
11084,62,,1,0
11085,39,,1,0
11086,31,,1,6
11087,31,,1,8
11088,37,,1,0
11089,39,,1,2
11090,55,,1,0
11091,30,,1,1
11092,50,,1,0
11093,21,,1,3
11094,41,,1,2
11095,42,,1,0
11096,39,,1,0
11097,39,,1,0
11098,34,,1,5
11099,35,,1,0
11100,52,,1,1
11101,29,,1,1
11102,48,,1,0
11103,49,,1,0
11104,43,,0,6
11105,50,,0,11
11106,70,,1,1
11107,36,,1,1
11108,42,,1,0
11109,43,,0,0
11110,51,,1,0
11111,40,,1,1
11112,23,,0,1
11113,58,,0,0
11114,37,,1,12
11115,56,,1,2
11116,51,,1,0
11117,46,,0,1
11118,37,,1,0
11119,34,,1,2
11120,43,,1,1
11121,72,,1,0
11122,39,,1,2
11123,41,,1,0
11124,42,,1,0
11125,39,,1,1
11126,35,,0,1
11127,66,,1,4
11128,34,,1,2
11129,62,,1,1
11130,47,,0,1
11131,35,,1,0
11132,48,,1,1
11133,53,,1,4
11134,24,,1,0
11135,40,,1,0
11136,40,,1,6
11137,25,,1,3
11138,49,,0,0
11139,38,,1,1
11140,24,,1,0
11141,30,,1,3
11142,45,,1,1
11143,51,,1,2
11144,34,,0,0
11145,66,,1,1
11146,41,,1,3
11147,42,,1,0
11148,39,,1,1
11149,33,,1,0
11150,43,,1,0
11151,43,,1,0
11152,41,,1,6
11153,53,,0,2
11154,60,,0,1
11155,36,,1,3
11156,37,,1,21
11157,42,,1,2
11158,22,,1,2
11159,26,,1,1
11160,62,,0,0
11161,29,,1,0
11162,39,,1,2
11163,38,,0,0
11164,43,,1,3
11165,54,,1,1
11166,66,,1,0
11167,66,,1,0
11168,40,,0,4
11169,29,,1,3
11170,34,,1,7
11171,66,,1,2
11172,75,,0,0
11173,49,,0,7
11174,48,,1,0
11175,39,,1,10
11176,39,,1,0
11177,39,,1,21
11178,29,,1,0
11179,57,,1,1
11180,48,,1,3
11181,80,,1,3
11182,59,,1,2
11183,65,,1,4
11184,33,,1,0
11185,37,,1,0
11186,26,,1,7
11187,65,,0,4
11188,55,,1,1
11189,39,,1,0
11190,35,,1,0
11191,32,,1,11
11192,37,,1,0
11193,48,,1,4
11194,38,,1,0
11195,44,,1,8
11196,49,,1,12
11197,29,,1,3
11198,39,,1,1
11199,68,,1,0
11200,52,,1,0
11201,27,,1,0
11202,33,,1,0
11203,32,,1,0
11204,55,,0,5
11205,40,,1,0
11206,20,,0,0
11207,51,,1,19
11208,57,,1,0
11209,36,,1,0
11210,56,,1,0
11211,43,,1,1
11212,39,,1,0
11213,52,,1,0
11214,57,,0,0
11215,31,,1,0
11216,47,,1,0
11217,32,,1,1
11218,47,,1,0
11219,41,,1,0
11220,34,,1,8
11221,28,,1,0
11222,34,,1,0
11223,34,,1,0
11224,29,,1,8
11225,42,,1,0
11226,51,,1,2
11227,43,,1,1
11228,37,,1,0
11229,39,,0,0
11230,44,,0,15
11231,44,,1,1
11232,38,,1,2
11233,34,,1,12
11234,33,,1,0
11235,35,,1,0
11236,35,,1,0
11237,60,,1,2
11238,29,,1,2
11239,78,,1,0
11240,25,,1,1
11241,50,,1,0
11242,35,,1,6
11243,36,,1,0
11244,38,,1,2
11245,84,,1,0
11246,61,,1,0
11247,39,,1,0
11248,32,,1,0
11249,52,,1,0
11250,32,,1,0
11251,54,,1,0
11252,65,,1,0
11253,64,,1,3
11254,41,,1,7
11255,28,,0,0
11256,50,,1,1
11257,34,,1,2
11258,69,,1,0
11259,44,,1,0
11260,34,,1,0
11261,54,,1,6
11262,37,,1,0
11263,48,,1,0
11264,33,,1,12
11265,35,,1,0
11266,22,,1,4
11267,54,,1,0
11268,33,,0,0
11269,48,,1,0
11270,32,,1,0
11271,45,,1,2
11272,36,,1,1
11273,37,,0,2
11274,66,,0,0
11275,39,,1,1
11276,62,,1,28
11277,42,,1,0
11278,35,,1,3
11279,46,,1,0
11280,39,,1,0
11281,35,,0,0
11282,55,,1,3
11283,38,,1,4
11284,52,,1,0
11285,36,,1,0
11286,37,,1,0
11287,25,,0,0
11288,53,,1,0
11289,35,,1,0
11290,42,,0,0
11291,34,,1,17
11292,57,,0,6
11293,32,,1,4
11294,33,,1,1
11295,64,,0,9
11296,37,,1,0
11297,36,,0,3
11298,46,,1,0
11299,58,,1,3
11300,69,,1,1
11301,50,,1,42
11302,65,,0,0
11303,66,,1,2
11304,37,,1,0
11305,69,,0,0
11306,48,,1,2
11307,31,,1,0
11308,30,,0,0
11309,43,,0,14
11310,71,,0,2
11311,57,,0,6
11312,59,,1,1
11313,37,,1,2
11314,39,,0,0
11315,34,,0,7
11316,38,,1,0
11317,74,,1,18
11318,31,,0,10
11319,56,,1,0
11320,43,,1,0
11321,43,,1,1
11322,63,,0,24
11323,45,,1,1
11324,20,,1,2
11325,34,,1,3
11326,36,,1,0
11327,23,,1,2
11328,36,,1,2
11329,39,,1,0
11330,35,,1,13
11331,37,,1,0
11332,34,,1,3
11333,32,,0,0
11334,65,,1,1
11335,52,,1,3
11336,25,,1,3
11337,64,,0,44
11338,65,,1,0
11339,38,,0,1
11340,59,,1,0
11341,53,,1,1
11342,48,,0,0
11343,61,,1,4
11344,45,,0,1
11345,26,,1,4
11346,35,,1,3
11347,34,,1,2
11348,48,,1,35
11349,20,,1,0
11350,43,,1,1
11351,39,,1,3
11352,34,,1,0
11353,27,,1,0
11354,27,,1,0
11355,30,,1,0
11356,47,,0,5
11357,32,,1,2
11358,34,,1,8
11359,37,,1,1
11360,51,,1,0
11361,38,,1,10
11362,41,,1,14
11363,37,,0,0
11364,83,,1,0
11365,26,,0,8
11366,46,,0,16
11367,25,,1,1
11368,33,,1,9
11369,40,,1,1
11370,40,,1,6
11371,46,,1,2
11372,55,,1,5
11373,34,,1,5
11374,46,,1,1
11375,56,,1,0
11376,27,,1,0
11377,33,,1,2
11378,33,,0,1
11379,44,,1,0
11380,54,,1,3
11381,26,,1,0
11382,54,,0,22
11383,43,,1,0
11384,46,,1,5
11385,27,,1,0
11386,31,,0,0
11387,23,,1,3
11388,36,,1,0
11389,54,,1,1
11390,33,,1,0
11391,59,,1,3
11392,52,,1,0
11393,28,,1,0
11394,23,,0,18
11395,33,,1,2
11396,33,,0,0
11397,71,,1,9
11398,54,,1,0
11399,39,,1,0
11400,29,,1,0
11401,69,,1,2
11402,28,,1,0
11403,45,,1,1
11404,52,,1,0
11405,42,,0,0
11406,43,,0,4
11407,23,,1,14
11408,34,,1,18
11409,27,,1,0
11410,52,,1,4
11411,40,,1,0
11412,44,,1,0
11413,21,,1,0
11414,59,,1,1
11415,65,,1,3
11416,57,,1,2
11417,46,,1,4
11418,39,,1,2
11419,40,,0,10
11420,35,,1,9
11421,35,,0,3
11422,28,,1,0
11423,26,,1,0
11424,50,,1,1
11425,49,,1,0
11426,65,,1,0
11427,40,,0,2
11428,36,,1,0
11429,37,,1,1
11430,59,,1,10
11431,43,,1,1
11432,44,,1,19
11433,55,,1,5
11434,52,,1,0
11435,24,,1,1
11436,39,,1,3
11437,46,,1,8
11438,46,,0,34
11439,29,,0,3
11440,29,,0,4
11441,35,,1,0
11442,56,,0,5
11443,33,,0,0
11444,41,,1,2
11445,29,,1,3
11446,48,,1,1
11447,53,,1,0
11448,36,,1,0
11449,43,,1,0
11450,31,,1,13
11451,33,,0,0
11452,48,,1,0
11453,46,,1,3
11454,71,,1,16
11455,49,,1,0
11456,32,,1,5
11457,24,,1,0
11458,42,,1,4
11459,60,,1,3
11460,50,,1,10
11461,63,,1,3
11462,61,,1,0
11463,39,,1,0
11464,34,,1,1
11465,44,,1,4
11466,40,,1,0
11467,44,,0,5
11468,54,,1,15
11469,32,,1,0
11470,26,,1,0
11471,47,,1,1
11472,62,,0,30
11473,67,,1,1
11474,33,,1,1
11475,33,,0,1
11476,57,,1,1
11477,36,,1,0
11478,29,,1,1
11479,65,,1,0
11480,43,,1,2
11481,35,,1,0
11482,55,,1,1
11483,41,,1,0
11484,60,,1,0
11485,57,,1,1
11486,52,,1,2
11487,34,,1,0
11488,36,,1,0
11489,40,,1,0
11490,60,,0,0
11491,36,,1,0
11492,40,,1,2
11493,54,,1,0
11494,55,,1,4
11495,42,,1,15
11496,48,,0,0
11497,57,,1,0
11498,74,,1,3
11499,47,,0,0
11500,36,,1,0
11501,35,,1,1
11502,48,,0,3
11503,34,,1,2
11504,34,,1,1
11505,23,,0,2
11506,60,,1,0
11507,28,,1,1
11508,29,,1,0
11509,27,,1,0
11510,46,,1,0
11511,36,,1,0
11512,33,,1,0
11513,56,,1,0
11514,38,,0,15
11515,21,,1,0
11516,48,,1,0
11517,66,,0,1
11518,21,,1,0
11519,22,,1,1
11520,53,,1,2
11521,26,,1,0
11522,33,,1,7
11523,55,,0,7
11524,52,,1,1
11525,48,,0,0
11526,49,,0,0
11527,39,,1,2
11528,40,,1,2
11529,35,,0,0
11530,37,,1,0
11531,49,,1,1
11532,26,,1,10
11533,69,,1,1
11534,43,,1,0
11535,65,,1,0
11536,35,,1,1
11537,45,,0,0
11538,29,,1,1
11539,52,,1,6
11540,32,,1,2
11541,31,,1,0
11542,39,,1,2
11543,39,,1,0
11544,48,,0,0
11545,99,,1,4
11546,60,,0,5
11547,39,,1,0
11548,38,,1,10
11549,61,,1,2
11550,54,,1,0
11551,37,,1,0
11552,22,,1,2
11553,37,,0,2
11554,24,,1,0
11555,29,,0,3
11556,40,,0,3
11557,42,,1,0
11558,38,,1,0
11559,54,,1,0
11560,55,,1,4
11561,39,,1,0
11562,56,,1,18
11563,34,,1,4
11564,58,,1,9
11565,59,,1,1
11566,55,,1,0
11567,39,,1,0
11568,45,,1,0
11569,24,,1,0
11570,41,,0,1
11571,35,,1,17
11572,48,,1,0
11573,59,,1,7
11574,48,,1,4
11575,64,,1,0
11576,25,,1,2
11577,31,,1,11
11578,36,,1,14
11579,39,,1,0
11580,30,,1,0
11581,39,,1,1
11582,39,,1,2
11583,39,,1,1
11584,63,,1,0
11585,24,,1,4
11586,21,,1,0
11587,46,,0,37
11588,46,,1,3
11589,46,,1,3
11590,47,,1,4
11591,41,,0,10
11592,63,,1,11
11593,29,,0,2
11594,46,,1,0
11595,41,,1,6
11596,44,,1,4
11597,30,,1,10
11598,71,,0,0
11599,31,,1,26
11600,45,,0,5
11601,41,,1,41
11602,68,,0,0
11603,48,,1,2
11604,46,,1,0
11605,27,,1,3
11606,30,,1,0
11607,61,,0,1
11608,50,,1,1
11609,46,,1,2
11610,33,,0,2
11611,26,,1,3
11612,39,,1,5
11613,65,,1,0
11614,35,,1,1
11615,40,,0,0
11616,49,,1,0
11617,53,,1,1
11618,72,,1,5
11619,58,,1,1
11620,57,,1,0
11621,51,,1,0
11622,32,,1,0
11623,38,,0,0
11624,45,,0,0
11625,26,,0,7
11626,43,,1,0
11627,26,,1,0
11628,41,,1,3
11629,47,,1,6
11630,53,,1,0
11631,50,,1,0
11632,34,,1,0
11633,59,,1,4
11634,28,,1,0
11635,28,,0,12
11636,64,,0,23
11637,44,,1,6
11638,41,,1,0
11639,36,,1,0
11640,54,,1,0
11641,38,,1,0
11642,40,,1,0
11643,42,,0,0
11644,55,,0,4
11645,40,,1,0
11646,50,,1,81
11647,54,,1,0
11648,35,,1,1
11649,27,,1,10
11650,40,,1,1
11651,59,,1,2
11652,39,,1,1
11653,50,,1,4
11654,46,,1,0
11655,57,,1,0
11656,31,,1,1
11657,33,,1,0
11658,37,,0,0
11659,69,,1,0
11660,42,,0,0
11661,36,,1,0
11662,28,,1,2
11663,38,,0,10
11664,26,,1,1
11665,51,,1,20
11666,62,,1,0
11667,37,,1,6
11668,40,,1,0
11669,35,,1,1
11670,61,,1,3
11671,34,,0,0
11672,51,,0,0
11673,36,,0,1
11674,44,,1,0
11675,53,,1,1
11676,31,,1,0
11677,62,,1,5
11678,25,,1,10
11679,39,,1,0
11680,26,,1,0
11681,32,,1,0
11682,33,,1,0
11683,42,,1,0
11684,41,,1,3
11685,41,,0,5
11686,39,,1,0
11687,31,,1,0
11688,27,,1,0
11689,41,,1,3
11690,56,,0,0
11691,45,,1,1
11692,82,,1,0
11693,39,,1,9
11694,40,,1,0
11695,29,,1,0
11696,65,,1,0
11697,59,,1,2
11698,52,,1,0
11699,37,,1,0
11700,66,,1,8
11701,44,,1,0
11702,53,,1,0
11703,38,,1,1
11704,48,,1,1
11705,36,,1,0
11706,27,,1,0
11707,52,,1,1
11708,38,,1,3
11709,28,,1,1
11710,48,,1,0
11711,56,,1,2
11712,41,,1,1
11713,43,,1,2
11714,29,,1,2
11715,24,,1,0
11716,39,,1,0
11717,39,,1,22
11718,46,,1,1
11719,61,,1,0
11720,35,,1,0
11721,46,,0,0
11722,29,,0,9
11723,49,,0,4
11724,72,,1,5
11725,70,,1,0
11726,36,,0,1
11727,43,,0,15
11728,66,,1,6
11729,35,,0,0
11730,31,,0,0
11731,46,,1,0
11732,69,,1,4
11733,43,,1,14
11734,44,,1,1
11735,33,,1,3
11736,32,,1,0
11737,45,,1,1
11738,30,,1,0
11739,46,,1,0
11740,28,,1,8
11741,52,,0,1
11742,38,,1,7
11743,51,,1,1
11744,53,,1,0
11745,36,,1,1
11746,29,,1,0
11747,28,,0,0
11748,65,,1,0
11749,25,,1,0
11750,39,,1,1
11751,38,,1,5
11752,45,,0,0
11753,48,,1,0
11754,35,,1,1
11755,54,,0,1
11756,39,,1,0
11757,32,,1,0
11758,55,,1,1
11759,55,,1,7
11760,30,,1,0
11761,33,,1,2
11762,46,,0,0
11763,42,,1,0
11764,27,,0,14
11765,62,,1,1
11766,36,,1,1
11767,37,,0,1
11768,39,,1,8
11769,39,,1,3
11770,34,,1,0
11771,28,,1,0
11772,29,,1,0
11773,38,,1,3
11774,45,,1,0
11775,39,,1,0
11776,29,,1,0
11777,33,,1,8
11778,38,,1,0
11779,29,,1,1
11780,55,,1,1
11781,25,,1,2
11782,33,,0,0
11783,45,,0,0
11784,38,,0,1
11785,34,,1,0
11786,49,,1,1
11787,36,,0,5
11788,32,,1,1
11789,55,,1,4
11790,62,,1,1
11791,66,,1,1
11792,47,,1,1
11793,53,,1,0
11794,39,,1,0
11795,37,,1,9
11796,33,,1,0
11797,44,,1,0
11798,34,,1,0
11799,26,,1,0
11800,26,,1,2
11801,42,,1,6
11802,41,,1,1
11803,31,,0,3
11804,41,,1,3
11805,43,,1,11
11806,47,,1,3
11807,44,,1,2
11808,57,,0,27
11809,24,,1,1
11810,27,,1,3
11811,37,,1,0
11812,46,,1,1
11813,38,,1,0
11814,25,,1,0
11815,70,,0,1
11816,35,,1,0
11817,50,,1,5
11818,63,,1,0
11819,56,,1,2
11820,40,,0,1
11821,33,,1,5
11822,44,,1,0
11823,70,,1,2
11824,25,,0,0
11825,37,,1,11
11826,36,,1,0
11827,53,,0,6
11828,44,,1,0
11829,46,,1,8
11830,38,,1,0
11831,34,,1,0
11832,29,,1,0
11833,33,,1,0
11834,56,,1,0
11835,58,,1,0
11836,53,,1,4
11837,46,,1,1
11838,52,,1,3
11839,35,,1,0
11840,44,,1,2
11841,28,,1,0
11842,47,,1,0
11843,54,,1,0
11844,47,,1,0
11845,47,,1,0
11846,52,,1,2
11847,36,,1,3
11848,39,,1,3
11849,46,,1,17
11850,39,,1,0
11851,47,,1,0
11852,33,,1,0
11853,30,,1,0
11854,60,,1,0
11855,48,,1,1
11856,34,,1,2
11857,32,,1,1
11858,50,,1,1
11859,44,,1,0
11860,49,,1,0
11861,56,,1,19
11862,34,,1,0
11863,39,,1,19
11864,44,,1,1
11865,50,,0,2
11866,37,,1,2
11867,40,,0,31
11868,31,,1,6
11869,42,,1,1
11870,66,,1,0
11871,31,,1,0
11872,33,,1,1
11873,40,,1,2
11874,61,,1,12
11875,77,,1,1
11876,41,,0,2
11877,36,,1,13
11878,66,,1,2
11879,44,,0,11
11880,57,,0,1
11881,32,,1,1
11882,59,,1,2
11883,59,,1,9
11884,34,,1,0
11885,44,,1,0
11886,26,,1,0
11887,27,,1,0
11888,40,,1,0
11889,41,,1,5
11890,39,,1,4
11891,45,,0,6
11892,56,,1,1
11893,32,,1,0
11894,32,,0,0
11895,39,,0,4
11896,67,,1,0
11897,53,,1,0
11898,44,,1,2
11899,46,,1,0
11900,46,,0,6
11901,39,,1,0
11902,46,,1,0
11903,47,,0,2
11904,52,,1,0
11905,53,,1,3
11906,31,,1,12
11907,56,,1,0
11908,48,,1,6
11909,37,,1,1
11910,52,,1,0
11911,45,,1,0
11912,43,,1,0
11913,30,,1,1
11914,63,,1,2
11915,23,,0,0
11916,61,,1,0
11917,28,,1,0
11918,52,,1,0
11919,48,,1,0
11920,38,,1,0
11921,48,,1,0
11922,52,,1,1
11923,51,,1,0
11924,30,,1,0
11925,26,,1,0
11926,54,,1,0
11927,52,,1,4
11928,67,,1,1
11929,24,,0,1
11930,20,,1,1
11931,44,,1,1
11932,33,,1,29
11933,25,,0,0
11934,35,,1,0
11935,62,,1,1
11936,25,,1,1
11937,23,,1,2
11938,29,,1,0
11939,33,,1,1
11940,37,,1,1
11941,36,,1,0
11942,54,,0,24
11943,39,,1,4
11944,64,,1,3
11945,52,,1,2
11946,39,,1,3
11947,82,,1,3
11948,33,,1,0
11949,43,,1,1
11950,63,,1,0
11951,66,,1,1
11952,49,,1,1
11953,35,,1,0
11954,40,,0,1
11955,33,,0,0
11956,34,,0,1
11957,37,,1,2
11958,51,,1,0
11959,43,,1,2
11960,56,,1,5
11961,46,,1,1
11962,36,,1,2
11963,31,,1,1
11964,43,,0,2
11965,40,,1,0
11966,61,,1,0
11967,66,,1,5
11968,66,,1,1
11969,44,,1,3
11970,32,,1,0
11971,32,,1,0
11972,38,,1,1
11973,52,,1,7
11974,58,,1,0
11975,48,,1,0
11976,24,,0,0
11977,66,,1,1
11978,57,,1,3
11979,36,,1,0
11980,38,,0,38
11981,40,,1,2
11982,37,,1,0
11983,35,,1,1
11984,42,,1,0
11985,53,,1,4
11986,72,,1,0
11987,26,,1,0
